Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count,ETV
Paul Onuachu,ng NGA,Southampton,FW,30-336,23.0,11.0,984.0,4.0,1.0,4.0,0.0,3.3,0.5,7.0,12.0,39.0,0.37,0.09,0.3,0.04,N/a,N/a,N/a,N/a,43.8,1.28,0.13,10.4,246.0,61.4,2135.0,63.8,61.3,8.0,13.0,2.0,0.0,12.0,9.0,0.82,1.0,0.09,7.0,2.0,7.0,54.0,6.0,1.0,5.0,1.0,410.0,15.0,41.0,220.0,152.0,60.0,25.0,28.0,56.0,198.0,237.0,7.0,5.0,2.0,46.0,33.0,336.0,39.0,26.0,15.0,9.0,0.0,17.0,88.0,62.0,72,€12.7M
Pedro Neto,pt POR,Chelsea,FW,25-051,31.0,20.0,1923.0,4.0,4.0,8.0,0.0,2.8,5.4,110.0,56.0,220.0,0.19,0.19,0.13,0.25,N/a,N/a,N/a,N/a,31.4,0.75,0.08,18.9,787.0,78.5,10072.0,92.8,81.3,42.0,28.0,33.0,21.0,56.0,83.0,3.88,7.0,0.33,21.0,9.0,18.0,26.0,12.0,2.0,10.0,8.0,1008.0,11.0,87.0,295.0,642.0,102.0,91.0,31.9,44.0,655.0,2841.0,110.0,51.0,38.0,39.0,24.0,734.0,220.0,18.0,29.0,3.0,131.0,70.0,10.0,27.8,72,€60.6M
Pedro Porro,es ESP,Tottenham,DF,25-228,31.0,26.0,2463.0,2.0,6.0,4.0,0.0,1.5,4.0,63.0,147.0,106.0,0.07,0.22,0.06,0.15,N/a,N/a,N/a,N/a,21.6,0.29,0.05,23.1,1802.0,73.5,23083.0,87.5,79.3,54.0,120.0,55.0,26.0,147.0,104.0,3.8,8.0,0.29,63.0,46.0,73.0,22.0,44.0,17.0,27.0,34.0,2131.0,124.0,623.0,772.0,749.0,30.0,39.0,33.3,61.5,1132.0,2677.0,63.0,40.0,5.0,23.0,17.0,1229.0,106.0,24.0,30.0,1.0,191.0,148.0,11.0,33.3,72,€55.9M
Pervis Estupiñán,ec ECU,Brighton,DF,27-098,27.0,23.0,2132.0,1.0,1.0,5.0,0.0,0.9,2.1,55.0,115.0,104.0,0.04,0.04,0.04,0.09,N/a,N/a,N/a,N/a,31.8,0.3,0.05,25.1,1446.0,83.3,18325.0,93.5,83.2,24.0,94.0,31.0,18.0,115.0,50.0,2.11,4.0,0.17,54.0,36.0,44.0,26.0,16.0,2.0,14.0,30.0,1702.0,68.0,424.0,843.0,452.0,29.0,29.0,51.7,44.8,914.0,2355.0,55.0,53.0,9.0,30.0,25.0,1035.0,104.0,33.0,16.0,3.0,111.0,135.0,41.0,61.2,72,€37.1M
Phil Foden,eng ENG,Manchester City,"MF,FW",24-336,25.0,19.0,1686.0,7.0,2.0,2.0,0.0,5.1,4.7,47.0,95.0,119.0,0.37,0.11,0.27,0.25,N/a,N/a,N/a,N/a,30.8,0.85,0.13,18.5,883.0,84.0,11563.0,90.6,89.2,42.0,40.0,35.0,5.0,95.0,84.0,4.48,9.0,0.48,12.0,5.0,17.0,8.0,12.0,1.0,11.0,9.0,1074.0,13.0,81.0,374.0,628.0,79.0,39.0,33.3,53.8,676.0,1674.0,47.0,30.0,15.0,35.0,30.0,840.0,119.0,5.0,31.0,3.0,73.0,58.0,3.0,27.3,72,€105.7M
Radu Drăgușin,ro ROU,Tottenham,DF,23-085,16.0,14.0,1252.0,0.0,0.0,1.0,0.0,0.1,0.4,7.0,37.0,2.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,20.0,0.07,0.0,12.7,840.0,85.2,13638.0,91.0,93.0,4.0,52.0,2.0,1.0,37.0,8.0,0.58,1.0,0.07,10.0,6.0,12.0,22.0,22.0,16.0,6.0,15.0,961.0,148.0,510.0,430.0,30.0,12.0,2.0,0.0,0.0,623.0,1666.0,7.0,3.0,0.0,8.0,2.0,669.0,2.0,6.0,10.0,0.0,1.0,48.0,33.0,60.0,72,€28.4M
Rasmus Højlund,dk DEN,Manchester Utd,FW,22-084,29.0,20.0,1744.0,4.0,0.0,2.0,0.0,3.8,1.3,26.0,16.0,83.0,0.21,0.0,0.2,0.06,N/a,N/a,N/a,N/a,40.0,0.52,0.16,12.8,292.0,76.7,2426.0,82.9,71.7,14.0,12.0,5.0,1.0,16.0,30.0,1.55,1.0,0.05,3.0,1.0,4.0,82.0,5.0,0.0,5.0,1.0,447.0,6.0,31.0,223.0,201.0,58.0,29.0,31.0,62.1,275.0,625.0,26.0,13.0,16.0,57.0,27.0,352.0,83.0,15.0,26.0,11.0,6.0,30.0,23.0,21.9,72,€54.9M
Rayan Aït-Nouri,dz ALG,Wolves,DF,23-327,33.0,33.0,2775.0,4.0,7.0,7.0,1.0,2.4,4.7,74.0,96.0,156.0,0.13,0.23,0.08,0.15,N/a,N/a,N/a,N/a,25.0,0.26,0.13,15.1,1527.0,83.8,17642.0,93.3,86.4,36.0,66.0,27.0,9.0,96.0,75.0,2.43,12.0,0.39,81.0,51.0,66.0,28.0,40.0,6.0,34.0,22.0,1898.0,85.0,519.0,810.0,592.0,82.0,112.0,48.2,39.3,980.0,2762.0,74.0,53.0,23.0,40.0,41.0,1155.0,156.0,28.0,38.0,5.0,83.0,131.0,20.0,41.7,72,€45M
Raúl Jiménez,mx MEX,Fulham,FW,33-359,34.0,26.0,2134.0,10.0,3.0,4.0,0.0,11.2,2.9,32.0,55.0,117.0,0.42,0.13,0.47,0.12,N/a,N/a,N/a,N/a,32.5,1.14,0.08,14.3,573.0,71.4,6193.0,81.2,74.5,17.0,34.0,10.0,3.0,55.0,54.0,2.28,6.0,0.25,28.0,18.0,18.0,83.0,19.0,5.0,14.0,9.0,884.0,30.0,106.0,377.0,414.0,148.0,45.0,40.0,53.3,496.0,982.0,32.0,20.0,17.0,61.0,41.0,652.0,117.0,35.0,36.0,14.0,20.0,70.0,72.0,46.5,72,€5.1M
Riccardo Calafiori,it ITA,Arsenal,DF,22-345,17.0,11.0,925.0,2.0,1.0,4.0,0.0,0.9,0.3,21.0,54.0,29.0,0.19,0.1,0.08,0.03,N/a,N/a,N/a,N/a,60.0,0.58,0.2,14.1,526.0,85.4,6549.0,91.6,85.7,6.0,40.0,9.0,1.0,54.0,13.0,1.26,2.0,0.19,26.0,18.0,29.0,13.0,12.0,6.0,6.0,9.0,628.0,30.0,161.0,249.0,222.0,29.0,13.0,69.2,23.1,291.0,839.0,21.0,12.0,3.0,11.0,5.0,377.0,29.0,16.0,6.0,3.0,11.0,30.0,22.0,62.9,72,€49.3M
Rico Lewis,eng ENG,Manchester City,"DF,MF",20-159,26.0,20.0,1810.0,1.0,2.0,5.0,1.0,1.4,0.3,36.0,103.0,68.0,0.05,0.1,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.1,0.1,15.8,1238.0,92.0,16444.0,94.8,94.2,7.0,92.0,13.0,0.0,103.0,31.0,1.54,3.0,0.15,29.0,19.0,21.0,13.0,27.0,7.0,20.0,13.0,1399.0,51.0,286.0,702.0,426.0,42.0,21.0,42.9,52.4,815.0,2032.0,36.0,38.0,8.0,19.0,19.0,1002.0,68.0,10.0,33.0,0.0,3.0,93.0,5.0,27.8,72,€62.7M
Robert Sánchez,es ESP,Chelsea,GK,27-162,28.0,28.0,2520.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,76.7,28.6,20.0,N/a,0.0,N/a,N/a,1096.0,72.1,18908.0,99.5,96.3,2.0,24.0,1.0,0.0,1.0,7.0,0.25,2.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1163.0,856.0,1152.0,11.0,0.0,0.0,0.0,N/a,N/a,777.0,2394.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,2.0,4.0,0.0,0.0,41.0,8.0,100.0,71,€24.9M
Rodrigo Bentancur,uy URU,Tottenham,MF,27-308,23.0,19.0,1518.0,2.0,0.0,7.0,0.0,1.3,0.4,26.0,99.0,34.0,0.12,0.0,0.08,0.03,N/a,N/a,N/a,N/a,22.7,0.3,0.09,17.4,1040.0,88.1,14862.0,91.1,92.7,10.0,107.0,12.0,2.0,99.0,45.0,2.67,3.0,0.18,38.0,20.0,39.0,27.0,24.0,8.0,16.0,36.0,1252.0,70.0,299.0,747.0,215.0,24.0,18.0,44.4,44.4,739.0,1446.0,26.0,23.0,5.0,18.0,19.0,826.0,34.0,31.0,10.0,1.0,4.0,111.0,35.0,56.5,72,€31.5M
Rodrigo Muniz,br BRA,Fulham,FW,23-360,31.0,8.0,964.0,8.0,1.0,1.0,0.0,5.8,0.7,6.0,27.0,31.0,0.75,0.09,0.54,0.07,N/a,N/a,N/a,N/a,48.7,1.77,0.21,12.0,142.0,64.8,1540.0,67.6,68.9,7.0,13.0,3.0,0.0,27.0,17.0,1.59,2.0,0.19,10.0,5.0,4.0,63.0,9.0,2.0,7.0,5.0,311.0,14.0,27.0,161.0,127.0,55.0,18.0,33.3,50.0,157.0,187.0,6.0,4.0,3.0,47.0,24.0,237.0,31.0,11.0,31.0,3.0,1.0,14.0,67.0,51.5,72,€8.2M
Ryan Christie,sct SCO,Bournemouth,MF,30-066,29.0,27.0,2117.0,2.0,3.0,9.0,0.0,1.8,3.5,34.0,137.0,44.0,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,0.51,0.06,19.6,1056.0,79.3,14882.0,88.2,87.9,41.0,118.0,33.0,5.0,137.0,85.0,3.62,9.0,0.38,54.0,33.0,64.0,28.0,44.0,11.0,33.0,30.0,1376.0,74.0,256.0,773.0,372.0,46.0,48.0,47.9,45.8,726.0,1773.0,34.0,40.0,8.0,44.0,25.0,777.0,44.0,43.0,31.0,1.0,48.0,182.0,20.0,41.7,72,€16.2M
Ryan Gravenberch,nl NED,Liverpool,MF,22-348,34.0,34.0,2921.0,0.0,4.0,5.0,0.0,1.0,2.9,65.0,168.0,54.0,0.0,0.12,0.03,0.09,N/a,N/a,N/a,N/a,27.8,0.15,0.0,24.7,1795.0,88.9,23774.0,92.5,91.7,25.0,140.0,32.0,1.0,168.0,65.0,2.0,6.0,0.18,65.0,34.0,51.0,14.0,34.0,10.0,24.0,57.0,2176.0,104.0,446.0,1274.0,485.0,23.0,75.0,48.0,37.3,1286.0,3408.0,65.0,71.0,9.0,48.0,21.0,1548.0,54.0,42.0,46.0,0.0,6.0,182.0,26.0,65.0,72,€85.3M
Ryan Manning,ie IRL,Southampton,"DF,MF",28-319,22.0,17.0,1369.0,0.0,1.0,2.0,0.0,0.3,3.0,13.0,32.0,70.0,0.0,0.07,0.02,0.2,N/a,N/a,N/a,N/a,14.3,0.07,0.0,20.8,732.0,78.1,9545.0,92.4,81.3,30.0,26.0,11.0,8.0,32.0,45.0,2.96,3.0,0.2,28.0,17.0,26.0,5.0,19.0,11.0,8.0,16.0,884.0,67.0,237.0,360.0,296.0,21.0,33.0,33.3,42.4,446.0,887.0,13.0,13.0,4.0,17.0,5.0,528.0,70.0,19.0,30.0,0.0,77.0,62.0,13.0,72.2,72,€3.9M
Ryan Yates,eng ENG,Nott'ham Forest,MF,27-159,30.0,17.0,1775.0,2.0,1.0,9.0,0.0,2.3,1.1,17.0,45.0,12.0,0.1,0.05,0.11,0.06,N/a,N/a,N/a,N/a,29.0,0.46,0.06,18.9,681.0,82.1,8140.0,88.8,85.8,17.0,44.0,4.0,0.0,45.0,35.0,1.77,3.0,0.15,40.0,21.0,36.0,30.0,34.0,8.0,26.0,25.0,948.0,74.0,253.0,463.0,242.0,38.0,18.0,50.0,27.8,380.0,850.0,17.0,18.0,1.0,23.0,18.0,490.0,12.0,49.0,46.0,6.0,3.0,89.0,43.0,58.9,72,€18.3M
Rúben Dias,pt POR,Manchester City,DF,27-350,23.0,21.0,1911.0,0.0,0.0,4.0,0.0,1.4,0.3,34.0,120.0,6.0,0.0,0.0,0.07,0.01,N/a,N/a,N/a,N/a,29.4,0.24,0.0,18.4,1984.0,93.3,31998.0,96.9,96.2,5.0,178.0,5.0,0.0,120.0,22.0,1.04,1.0,0.05,15.0,9.0,9.0,29.0,17.0,14.0,3.0,18.0,2133.0,188.0,711.0,1175.0,251.0,22.0,3.0,66.7,33.3,1524.0,5097.0,34.0,53.0,1.0,6.0,1.0,1738.0,6.0,11.0,8.0,0.0,3.0,65.0,30.0,50.8,72,€58.5M
Sam Morsy,eg EGY,Ipswich Town,MF,33-231,29.0,27.0,2419.0,1.0,1.0,9.0,0.0,0.3,0.8,14.0,103.0,9.0,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.11,26.3,1255.0,86.3,17344.0,93.3,91.5,18.0,127.0,13.0,2.0,103.0,39.0,1.45,2.0,0.07,60.0,34.0,56.0,23.0,32.0,13.0,19.0,28.0,1468.0,85.0,439.0,834.0,209.0,4.0,20.0,60.0,30.0,750.0,1715.0,14.0,20.0,2.0,15.0,10.0,982.0,9.0,44.0,23.0,0.0,12.0,138.0,16.0,41.0,72,€1.3M
Sammie Szmodics,ie IRL,Ipswich Town,"FW,MF",29-217,19.0,13.0,979.0,4.0,0.0,2.0,0.0,3.4,0.2,16.0,18.0,46.0,0.37,0.0,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.1,0.19,14.0,194.0,74.2,2402.0,87.0,84.4,4.0,10.0,4.0,1.0,18.0,9.0,0.83,0.0,0.0,15.0,9.0,23.0,11.0,10.0,2.0,8.0,6.0,309.0,17.0,80.0,119.0,116.0,33.0,12.0,33.3,50.0,174.0,399.0,16.0,8.0,7.0,24.0,17.0,189.0,46.0,9.0,8.0,8.0,13.0,41.0,6.0,35.3,72,€14.1M
Sander Berge,no NOR,Fulham,MF,27-074,27.0,23.0,2017.0,0.0,0.0,4.0,0.0,0.2,0.6,27.0,110.0,8.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.0,7.6,1079.0,91.3,17541.0,91.6,94.4,17.0,104.0,4.0,0.0,110.0,41.0,1.83,2.0,0.09,48.0,28.0,37.0,20.0,26.0,8.0,18.0,20.0,1255.0,75.0,345.0,720.0,196.0,13.0,20.0,55.0,30.0,734.0,1794.0,27.0,22.0,2.0,11.0,15.0,809.0,8.0,27.0,8.0,0.0,3.0,116.0,25.0,55.6,72,€27.8M
Sandro Tonali,it ITA,Newcastle Utd,MF,24-356,32.0,24.0,2270.0,3.0,2.0,5.0,0.0,3.6,1.4,33.0,113.0,47.0,0.12,0.08,0.14,0.05,N/a,N/a,N/a,N/a,32.3,0.4,0.1,19.5,1303.0,83.7,17149.0,89.8,87.0,20.0,87.0,25.0,4.0,113.0,60.0,2.38,8.0,0.32,46.0,29.0,43.0,11.0,30.0,10.0,20.0,30.0,1556.0,60.0,357.0,860.0,365.0,40.0,35.0,54.3,37.1,839.0,1959.0,33.0,33.0,5.0,25.0,23.0,1076.0,47.0,36.0,40.0,2.0,30.0,162.0,12.0,52.2,72,€52.9M
Santiago Bueno,uy URU,Wolves,DF,26-171,27.0,18.0,1678.0,0.0,0.0,2.0,0.0,0.4,0.0,1.0,28.0,1.0,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.16,0.0,14.0,828.0,88.2,13408.0,92.4,94.0,0.0,24.0,2.0,0.0,28.0,12.0,0.64,4.0,0.21,40.0,21.0,22.0,31.0,35.0,20.0,15.0,15.0,1008.0,168.0,510.0,480.0,21.0,6.0,4.0,0.0,100.0,547.0,1429.0,1.0,2.0,0.0,2.0,2.0,650.0,1.0,26.0,5.0,0.0,0.0,43.0,34.0,52.3,72,€11.2M
Saša Lukić,rs SRB,Fulham,MF,28-259,27.0,25.0,2079.0,0.0,2.0,12.0,0.0,1.0,2.6,37.0,87.0,29.0,0.0,0.09,0.04,0.11,N/a,N/a,N/a,N/a,13.3,0.09,0.0,20.9,1129.0,87.8,16673.0,92.2,92.3,23.0,93.0,14.0,5.0,87.0,50.0,2.17,3.0,0.13,62.0,36.0,49.0,23.0,17.0,7.0,10.0,25.0,1340.0,49.0,290.0,766.0,297.0,15.0,17.0,47.1,29.4,749.0,2013.0,37.0,37.0,4.0,20.0,7.0,861.0,29.0,58.0,25.0,0.0,53.0,103.0,18.0,43.9,72,€12.1M
Sepp van den Berg,nl NED,Brentford,DF,23-130,26.0,24.0,2136.0,0.0,0.0,2.0,0.0,1.4,0.2,8.0,66.0,27.0,0.0,0.0,0.06,0.01,N/a,N/a,N/a,N/a,28.6,0.17,0.0,10.9,1044.0,83.9,15011.0,87.0,88.3,4.0,55.0,3.0,1.0,66.0,20.0,0.84,2.0,0.08,35.0,22.0,25.0,62.0,47.0,33.0,14.0,19.0,1329.0,236.0,673.0,502.0,157.0,40.0,7.0,57.1,42.9,583.0,1446.0,8.0,9.0,0.0,14.0,6.0,742.0,27.0,19.0,5.0,1.0,7.0,79.0,79.0,56.0,72,€26.4M
Son Heung-min,kr KOR,Tottenham,FW,32-295,28.0,23.0,2004.0,7.0,9.0,1.0,0.0,7.0,8.2,87.0,104.0,259.0,0.31,0.4,0.31,0.37,N/a,N/a,N/a,N/a,45.3,1.08,0.11,17.0,890.0,79.0,9833.0,89.7,80.0,50.0,36.0,51.0,6.0,104.0,116.0,5.21,15.0,0.67,17.0,9.0,23.0,11.0,10.0,0.0,10.0,5.0,1093.0,15.0,110.0,347.0,646.0,117.0,82.0,35.4,48.8,732.0,2334.0,87.0,45.0,40.0,25.0,29.0,837.0,259.0,5.0,28.0,11.0,75.0,81.0,6.0,35.3,72,€30.7M
Stefan Ortega,de GER,Manchester City,GK,32-174,13.0,12.0,1100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,68.0,25.0,0.0,N/a,0.0,N/a,N/a,459.0,81.3,8327.0,97.1,96.9,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,492.0,383.0,489.0,3.0,0.0,0.0,0.0,N/a,N/a,323.0,864.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,1.0,2.0,0.0,0.0,8.0,2.0,100.0,71,€5.8M
Stephy Mavididi,eng ENG,Leicester City,FW,26-333,30.0,16.0,1615.0,4.0,1.0,2.0,0.0,1.8,2.6,91.0,57.0,138.0,0.22,0.06,0.1,0.15,N/a,N/a,N/a,N/a,26.9,0.39,0.15,16.1,613.0,75.0,6191.0,91.1,67.4,22.0,32.0,26.0,7.0,57.0,50.0,2.78,7.0,0.39,34.0,19.0,42.0,15.0,26.0,2.0,24.0,11.0,863.0,23.0,132.0,327.0,421.0,61.0,95.0,36.8,49.5,583.0,2355.0,91.0,40.0,27.0,39.0,35.0,623.0,138.0,18.0,18.0,3.0,69.0,83.0,9.0,37.5,72,€12.9M
Sávio,br BRA,Manchester City,"FW,MF",21-019,27.0,21.0,1734.0,1.0,8.0,3.0,0.0,4.9,6.8,133.0,66.0,239.0,0.05,0.42,0.25,0.35,N/a,N/a,N/a,N/a,38.9,1.09,0.02,17.7,836.0,80.9,10078.0,89.8,80.1,44.0,19.0,47.0,8.0,66.0,107.0,5.55,15.0,0.78,22.0,16.0,18.0,2.0,13.0,2.0,11.0,6.0,1071.0,14.0,55.0,281.0,754.0,149.0,111.0,45.9,35.1,766.0,3494.0,133.0,44.0,73.0,42.0,37.0,834.0,239.0,17.0,27.0,3.0,81.0,79.0,1.0,33.3,72,€74.8M
Taylor Harwood-Bellis,eng ENG,Southampton,DF,23-089,31.0,29.0,2564.0,1.0,0.0,8.0,0.0,1.7,1.0,28.0,116.0,9.0,0.04,0.0,0.06,0.03,N/a,N/a,N/a,N/a,36.8,0.25,0.05,10.6,1979.0,88.0,32312.0,93.0,92.0,14.0,168.0,9.0,0.0,116.0,36.0,1.26,2.0,0.07,27.0,19.0,33.0,40.0,59.0,37.0,22.0,30.0,2268.0,306.0,1054.0,1051.0,172.0,38.0,3.0,100.0,0.0,1303.0,3584.0,28.0,27.0,0.0,15.0,5.0,1640.0,9.0,32.0,13.0,0.0,9.0,115.0,52.0,56.5,72,€29.9M
Thomas Partey,gh GHA,Arsenal,"MF,DF",31-320,31.0,27.0,2437.0,4.0,2.0,4.0,0.0,2.0,1.9,31.0,165.0,45.0,0.15,0.07,0.07,0.07,N/a,N/a,N/a,N/a,30.4,0.26,0.17,19.5,1695.0,87.7,23752.0,93.0,89.0,17.0,146.0,33.0,2.0,165.0,56.0,2.07,13.0,0.48,79.0,48.0,68.0,21.0,23.0,7.0,16.0,32.0,1928.0,64.0,401.0,1061.0,477.0,27.0,30.0,66.7,26.7,1087.0,3091.0,31.0,36.0,3.0,20.0,14.0,1373.0,45.0,39.0,27.0,1.0,12.0,120.0,26.0,55.3,72,€15.2M
Timothy Castagne,be BEL,Fulham,DF,29-145,23.0,17.0,1625.0,0.0,1.0,1.0,0.0,0.4,1.2,17.0,61.0,67.0,0.0,0.06,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.17,0.0,14.0,939.0,81.8,12239.0,89.9,85.8,9.0,51.0,5.0,3.0,61.0,25.0,1.38,3.0,0.17,46.0,29.0,45.0,35.0,15.0,6.0,9.0,22.0,1149.0,91.0,444.0,458.0,253.0,32.0,12.0,41.7,41.7,542.0,1043.0,17.0,15.0,2.0,15.0,5.0,657.0,67.0,15.0,6.0,1.0,37.0,55.0,34.0,49.3,72,€17.4M
Tomáš Souček,cz CZE,West Ham,MF,30-061,31.0,26.0,2251.0,8.0,1.0,8.0,0.0,5.9,1.0,6.0,68.0,62.0,0.32,0.04,0.24,0.04,N/a,N/a,N/a,N/a,28.0,0.56,0.16,11.2,844.0,73.8,10461.0,79.1,76.9,14.0,58.0,8.0,1.0,68.0,43.0,1.72,3.0,0.12,40.0,19.0,37.0,65.0,34.0,17.0,17.0,18.0,1115.0,110.0,309.0,544.0,266.0,96.0,11.0,54.5,45.5,433.0,456.0,6.0,10.0,3.0,17.0,10.0,666.0,62.0,41.0,24.0,4.0,11.0,52.0,90.0,58.1,72,€23.2M
Tosin Adarabioyo,eng ENG,Chelsea,DF,27-217,20.0,13.0,1229.0,1.0,1.0,3.0,0.0,0.9,0.2,5.0,37.0,1.0,0.07,0.07,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.15,0.08,12.5,1081.0,91.4,18105.0,95.7,94.9,1.0,53.0,1.0,0.0,37.0,12.0,0.88,1.0,0.07,14.0,10.0,12.0,26.0,9.0,7.0,2.0,10.0,1198.0,160.0,570.0,603.0,26.0,13.0,5.0,80.0,0.0,713.0,1690.0,5.0,2.0,0.0,3.0,0.0,916.0,1.0,8.0,6.0,1.0,0.0,34.0,36.0,58.1,72,€24.3M
Toti Gomes,pt POR,Wolves,DF,26-103,27.0,26.0,2254.0,0.0,1.0,6.0,0.0,0.7,0.9,21.0,67.0,13.0,0.0,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.08,0.0,11.6,1444.0,85.2,20629.0,91.6,92.1,9.0,71.0,5.0,3.0,67.0,20.0,0.8,1.0,0.04,51.0,37.0,35.0,24.0,27.0,17.0,10.0,22.0,1713.0,198.0,810.0,830.0,92.0,15.0,26.0,65.4,26.9,993.0,2590.0,21.0,18.0,0.0,16.0,13.0,1163.0,13.0,22.0,14.0,4.0,12.0,95.0,47.0,66.2,72,€18.6M
Trent Alexander-Arnold,eng ENG,Liverpool,DF,26-204,30.0,27.0,2240.0,3.0,6.0,5.0,0.0,1.8,6.7,49.0,211.0,87.0,0.12,0.24,0.07,0.27,N/a,N/a,N/a,N/a,19.0,0.32,0.07,23.5,1843.0,73.6,26053.0,89.8,76.1,50.0,192.0,62.0,20.0,211.0,93.0,3.73,10.0,0.4,70.0,49.0,101.0,13.0,25.0,8.0,17.0,30.0,2111.0,85.0,565.0,942.0,618.0,42.0,31.0,45.2,48.4,1109.0,2732.0,49.0,35.0,8.0,19.0,15.0,1342.0,87.0,11.0,7.0,1.0,142.0,126.0,3.0,18.8,72,€55.8M
Tyler Adams,us USA,Bournemouth,MF,26-074,24.0,17.0,1620.0,0.0,3.0,7.0,0.0,1.6,0.9,12.0,61.0,9.0,0.0,0.17,0.09,0.05,N/a,N/a,N/a,N/a,25.0,0.11,0.0,16.1,847.0,82.9,10949.0,88.2,87.1,15.0,53.0,2.0,1.0,61.0,36.0,2.0,4.0,0.22,75.0,46.0,63.0,17.0,33.0,10.0,23.0,31.0,1091.0,52.0,291.0,623.0,189.0,17.0,16.0,18.8,56.3,513.0,1080.0,12.0,17.0,1.0,27.0,12.0,583.0,9.0,41.0,19.0,0.0,3.0,96.0,29.0,63.0,72,€24.4M
Tyler Dibling,eng ENG,Southampton,"FW,MF",19-048,30.0,18.0,1697.0,2.0,0.0,6.0,0.0,2.5,1.5,67.0,60.0,90.0,0.11,0.0,0.13,0.08,N/a,N/a,N/a,N/a,32.1,0.48,0.07,19.3,572.0,80.8,6935.0,90.2,85.1,20.0,25.0,20.0,1.0,60.0,55.0,2.92,4.0,0.21,34.0,20.0,26.0,21.0,19.0,5.0,14.0,8.0,807.0,24.0,106.0,369.0,351.0,40.0,103.0,42.7,36.9,520.0,2096.0,67.0,47.0,26.0,41.0,53.0,604.0,90.0,28.0,48.0,2.0,27.0,74.0,10.0,32.3,72,€32.7M
Tyrick Mitchell,eng ENG,Crystal Palace,DF,25-240,34.0,34.0,2852.0,0.0,4.0,2.0,0.0,1.2,5.6,56.0,62.0,160.0,0.0,0.13,0.04,0.18,N/a,N/a,N/a,N/a,18.2,0.06,0.0,13.4,1252.0,72.2,14514.0,84.3,74.5,37.0,45.0,31.0,14.0,62.0,66.0,2.08,5.0,0.16,85.0,52.0,41.0,21.0,62.0,12.0,50.0,14.0,1614.0,104.0,560.0,615.0,452.0,42.0,31.0,41.9,48.4,742.0,1555.0,56.0,33.0,9.0,35.0,28.0,827.0,160.0,20.0,22.0,2.0,97.0,152.0,18.0,46.2,72,€24.6M
Tyrone Mings,eng ENG,Aston Villa,DF,32-047,13.0,11.0,1051.0,0.0,0.0,1.0,0.0,0.8,0.2,6.0,39.0,0.0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,11.1,0.09,0.0,11.8,656.0,88.6,10405.0,92.7,94.3,3.0,47.0,5.0,0.0,39.0,17.0,1.45,2.0,0.17,6.0,5.0,2.0,21.0,13.0,11.0,2.0,7.0,767.0,139.0,388.0,340.0,43.0,15.0,2.0,100.0,0.0,472.0,1333.0,6.0,12.0,0.0,3.0,1.0,523.0,0.0,3.0,9.0,0.0,1.0,33.0,26.0,55.3,72,€5.8M
